timestamp,segment,station_upstream,station_downstream,pipe_diameter_in,pipe_length_m,pressure_upstream_psi,pressure_downstream_psi,pressure_drop_psi,flow_upstream_lps,flow_downstream_lps,flow_diff_lps,vibration_g,acoustic_db,is_leak,severity,water_loss_lpm
2474,SEG1,S1,S2,8.0,250,56.23,50.56,5.67,5.71,5.707,0.002,0.145,30.1,0,none,0.138
3931,SEG1,S1,S2,8.0,250,56.91,52.49,4.43,5.097,5.097,0.001,0.203,31.52,0,none,0.057
2627,SEG1,S1,S2,8.0,250,55.49,48.86,6.63,6.628,6.627,0.001,0.192,30.37,0,none,0.037
3773,SEG1,S1,S2,8.0,250,53.94,47.02,6.92,6.739,6.737,0.002,0.231,29.93,0,none,0.142
1937,SEG2,S2,S3,6.0,300,54.21,44.99,9.23,5.753,5.752,0.001,0.244,32.01,0,none,0.068
2239,SEG1,S1,S2,8.0,250,54.31,49.16,5.16,5.521,5.52,0.0,0.201,31.35,0,none,0.006
3084,SEG3,S3,S4,6.0,275,53.58,48.77,4.81,4.287,4.286,0.001,0.265,29.71,0,none,0.067
3953,SEG4,S4,S5,4.0,200,55.43,49.56,5.87,4.007,4.004,0.002,0.182,30.37,0,none,0.145
3886,SEG2,S2,S3,6.0,300,54.6,43.96,10.64,6.106,6.104,0.001,0.152,28.04,0,none,0.083
1597,SEG2,S2,S3,6.0,300,53.84,43.49,10.35,5.95,5.947,0.002,0.218,28.51,0,none,0.134
3797,SEG3,S3,S4,6.0,275,54.68,46.28,8.41,5.615,5.613,0.002,0.114,30.76,0,none,0.1
3027,SEG1,S1,S2,8.0,250,55.38,39.51,15.87,5.925,5.68,0.245,0.423,42.99,1,severe,14.698
1214,SEG3,S3,S4,6.0,275,55.75,41.54,14.21,5.733,5.653,0.08,0.31,34.41,1,medium,4.789
2389,SEG1,S1,S2,8.0,250,55.91,47.95,7.96,7.047,7.045,0.002,0.26,30.63,0,none,0.104
1922,SEG2,S2,S3,6.0,300,54.64,45.42,9.22,5.652,5.651,0.001,0.197,28.9,0,none,0.069
2011,SEG4,S4,S5,4.0,200,56.1,47.86,8.24,4.765,4.763,0.002,0.156,27.61,0,none,0.123
1592,SEG1,S1,S2,8.0,250,56.08,50.79,5.29,5.919,5.919,0.001,0.19,31.09,0,none,0.031
2391,SEG1,S1,S2,8.0,250,55.78,48.17,7.61,7.071,7.07,0.001,0.212,28.44,0,none,0.048
3082,SEG1,S1,S2,8.0,250,54.78,50.2,4.58,5.367,5.367,0.0,0.251,26.12,0,none,0.004
2303,SEG3,S3,S4,6.0,275,54.6,47.87,6.73,5.06,5.059,0.0,0.303,29.69,0,none,0.007
2835,SEG2,S2,S3,6.0,300,53.2,44.07,9.13,5.732,5.73,0.002,0.242,28.54,0,none,0.122
1861,SEG2,S2,S3,6.0,300,55.73,41.91,13.82,6.945,6.944,0.001,0.249,26.52,0,none,0.083
2389,SEG3,S3,S4,6.0,275,53.33,42.77,10.56,5.704,5.665,0.039,0.299,33.28,1,small,2.318
3091,SEG4,S4,S5,4.0,200,54.87,47.27,7.59,4.575,4.573,0.001,0.177,29.83,0,none,0.079
1711,SEG2,S2,S3,6.0,300,53.73,40.37,13.37,6.252,6.231,0.02,0.223,33.09,1,small,1.223
1371,SEG2,S2,S3,6.0,300,56.44,47.79,8.66,5.419,5.417,0.002,0.277,28.51,0,none,0.148
3768,SEG4,S4,S5,4.0,200,54.65,43.76,10.89,5.421,5.419,0.002,0.29,29.96,0,none,0.118
2901,SEG1,S1,S2,8.0,250,55.31,48.45,6.86,6.594,6.594,0.0,0.214,34.29,0,none,0.01
99,SEG2,S2,S3,6.0,300,54.74,41.61,13.12,6.911,6.91,0.001,0.232,29.96,0,none,0.042
892,SEG4,S4,S5,4.0,200,55.5,46.29,9.21,5.028,5.028,0.0,0.171,31.42,0,none,0.013
1090,SEG4,S4,S5,4.0,200,53.41,46.72,6.7,4.21,4.209,0.002,0.124,30.91,0,none,0.097
2540,SEG1,S1,S2,8.0,250,54.68,50.29,4.4,5.221,5.221,0.001,0.157,29.52,0,none,0.035
3235,SEG3,S3,S4,6.0,275,56.04,48.28,7.76,5.442,5.44,0.002,0.253,31.21,0,none,0.106
2444,SEG3,S3,S4,6.0,275,54.04,47.44,6.61,5.032,5.03,0.002,0.241,30.2,0,none,0.137
3285,SEG4,S4,S5,4.0,200,55.13,44.74,10.39,5.464,5.464,0.0,0.253,31.49,0,none,0.007
1672,SEG3,S3,S4,6.0,275,53.3,47.9,5.39,4.436,4.434,0.002,0.127,31.94,0,none,0.131
2354,SEG1,S1,S2,8.0,250,54.6,46.55,8.05,6.931,6.891,0.04,0.225,28.27,1,small,2.373
2660,SEG2,S2,S3,6.0,300,53.48,35.57,17.91,7.662,7.626,0.035,0.27,30.33,1,small,2.11
1188,SEG4,S4,S5,4.0,200,53.41,42.22,11.18,5.603,5.602,0.001,0.215,28.99,0,none,0.06
13,SEG3,S3,S4,6.0,275,54.96,45.92,9.05,5.245,5.222,0.023,0.217,34.34,1,small,1.373
1132,SEG4,S4,S5,4.0,200,54.43,46.61,7.82,4.69,4.689,0.0,0.176,26.73,0,none,0.019
184,SEG2,S2,S3,6.0,300,55.25,45.57,9.69,5.806,5.804,0.002,0.172,29.24,0,none,0.125
1396,SEG4,S4,S5,4.0,200,54.58,45.21,9.37,4.17,4.123,0.047,0.218,33.58,1,medium,2.838
2576,SEG1,S1,S2,8.0,250,55.19,50.07,5.12,5.698,5.697,0.001,0.191,29.66,0,none,0.081
64,SEG3,S3,S4,6.0,275,54.42,46.53,7.89,5.407,5.406,0.001,0.157,31.92,0,none,0.067
2241,SEG3,S3,S4,6.0,275,56.09,51.45,4.64,4.179,4.179,0.0,0.244,29.3,0,none,0.005
2715,SEG3,S3,S4,6.0,275,54.3,43.55,10.75,5.733,5.715,0.018,0.304,33.48,1,small,1.087
1887,SEG3,S3,S4,6.0,275,54.9,48.49,6.41,4.903,4.903,0.0,0.158,26.79,0,none,0.004
883,SEG4,S4,S5,4.0,200,54.72,45.12,9.6,5.123,5.122,0.001,0.177,27.7,0,none,0.058
2903,SEG3,S3,S4,6.0,275,54.29,40.59,13.71,5.409,5.341,0.068,0.282,35.37,1,medium,4.073
1281,SEG1,S1,S2,8.0,250,56.34,49.67,6.66,6.525,6.522,0.002,0.252,30.93,0,none,0.147
2790,SEG2,S2,S3,6.0,300,55.21,44.48,10.73,6.1,6.099,0.001,0.242,31.52,0,none,0.061
627,SEG3,S3,S4,6.0,275,54.29,43.92,10.37,5.426,5.396,0.03,0.241,34.5,1,small,1.814
2485,SEG2,S2,S3,6.0,300,56.56,46.25,10.31,6.031,6.031,0.0,0.169,31.11,0,none,0.008
3344,SEG2,S2,S3,6.0,300,55.58,46.15,9.42,5.794,5.792,0.002,0.177,28.53,0,none,0.113
745,SEG4,S4,S5,4.0,200,52.78,45.23,7.55,4.429,4.428,0.001,0.215,30.82,0,none,0.059
1483,SEG2,S2,S3,6.0,300,55.46,41.39,14.07,7.072,7.071,0.001,0.155,32.32,0,none,0.054
3462,SEG3,S3,S4,6.0,275,54.58,48.33,6.25,4.785,4.783,0.002,0.138,28.51,0,none,0.143
1276,SEG3,S3,S4,6.0,275,56.19,42.78,13.41,5.104,5.041,0.062,0.389,38.37,1,medium,3.749
1433,SEG4,S4,S5,4.0,200,54.5,40.77,13.73,4.843,4.8,0.043,0.346,36.41,1,medium,2.586
415,SEG1,S1,S2,8.0,250,55.82,50.24,5.59,6.005,6.003,0.002,0.124,27.5,0,none,0.14
2407,SEG4,S4,S5,4.0,200,54.64,44.74,9.9,5.336,5.335,0.001,0.154,28.95,0,none,0.046
126,SEG4,S4,S5,4.0,200,55.22,45.64,9.58,5.189,5.187,0.002,0.277,30.42,0,none,0.095
2312,SEG4,S4,S5,4.0,200,55.82,46.74,9.09,5.02,5.018,0.002,0.269,33.11,0,none,0.104
710,SEG1,S1,S2,8.0,250,53.61,47.7,5.91,6.089,6.088,0.002,0.184,29.25,0,none,0.098
3309,SEG2,S2,S3,6.0,300,54.15,42.19,11.95,6.5,6.499,0.001,0.22,29.59,0,none,0.068
3528,SEG1,S1,S2,8.0,250,56.81,49.66,7.15,6.927,6.924,0.002,0.224,29.29,0,none,0.143
503,SEG2,S2,S3,6.0,300,54.18,46.06,8.12,5.326,5.323,0.002,0.214,32.52,0,none,0.137
2528,SEG1,S1,S2,8.0,250,55.88,47.82,8.06,5.102,5.04,0.062,0.249,34.66,1,medium,3.707
1181,SEG4,S4,S5,4.0,200,56.32,45.74,10.57,5.491,5.49,0.001,0.245,32.94,0,none,0.065
3646,SEG4,S4,S5,4.0,200,54.79,34.87,19.92,4.243,4.091,0.152,0.478,49.95,1,severe,9.117
1396,SEG3,S3,S4,6.0,275,54.23,48.44,5.78,4.614,4.613,0.002,0.213,33.31,0,none,0.091
2893,SEG1,S1,S2,8.0,250,54.46,48.69,5.77,6.028,6.028,0.0,0.2,33.48,0,none,0.012
3776,SEG3,S3,S4,6.0,275,55.06,47.13,7.93,5.414,5.412,0.002,0.246,28.36,0,none,0.135
3735,SEG4,S4,S5,4.0,200,54.98,45.65,9.33,5.13,5.129,0.002,0.223,28.17,0,none,0.108
2952,SEG3,S3,S4,6.0,275,54.19,45.74,8.46,5.645,5.645,0.0,0.202,27.71,0,none,0.02
3458,SEG4,S4,S5,4.0,200,55.08,39.17,15.92,5.209,5.124,0.085,0.266,36.98,1,medium,5.078
3838,SEG3,S3,S4,6.0,275,56.05,46.7,9.36,5.942,5.941,0.001,0.224,30.23,0,none,0.036
91,SEG2,S2,S3,6.0,300,55.13,40.22,14.91,7.412,7.412,0.001,0.066,28.22,0,none,0.034
2472,SEG3,S3,S4,6.0,275,54.69,48.27,6.42,4.875,4.874,0.001,0.18,27.93,0,none,0.064
2888,SEG1,S1,S2,8.0,250,55.22,49.15,6.08,6.245,6.243,0.002,0.232,29.0,0,none,0.138
1141,SEG4,S4,S5,4.0,200,54.17,45.99,8.18,4.691,4.691,0.001,0.241,30.23,0,none,0.031
1523,SEG1,S1,S2,8.0,250,54.43,47.06,7.37,6.793,6.791,0.002,0.224,33.46,0,none,0.14
2168,SEG3,S3,S4,6.0,275,53.78,46.95,6.82,5.039,5.037,0.002,0.103,29.38,0,none,0.141
1652,SEG3,S3,S4,6.0,275,55.59,51.37,4.22,3.964,3.962,0.002,0.153,29.51,0,none,0.097
1148,SEG4,S4,S5,4.0,200,55.59,46.47,9.12,4.984,4.983,0.001,0.319,28.91,0,none,0.06
1406,SEG1,S1,S2,8.0,250,53.92,49.07,4.85,5.46,5.459,0.0,0.222,27.25,0,none,0.017
3199,SEG2,S2,S3,6.0,300,54.95,41.13,13.83,7.018,7.017,0.002,0.319,30.93,0,none,0.116
1376,SEG2,S2,S3,6.0,300,56.59,47.53,9.05,5.583,5.582,0.001,0.226,30.19,0,none,0.059
3806,SEG3,S3,S4,6.0,275,55.21,46.61,8.6,5.751,5.75,0.002,0.251,30.18,0,none,0.105
3504,SEG4,S4,S5,4.0,200,56.72,44.26,12.46,5.697,5.662,0.035,0.214,31.34,1,small,2.128
1239,SEG3,S3,S4,6.0,275,53.98,46.72,7.26,5.222,5.221,0.001,0.241,29.12,0,none,0.071
1811,SEG1,S1,S2,8.0,250,55.34,48.76,6.59,6.633,6.631,0.002,0.173,28.45,0,none,0.126
1513,SEG2,S2,S3,6.0,300,53.75,38.6,15.15,7.381,7.379,0.002,0.201,32.65,0,none,0.095
1430,SEG3,S3,S4,6.0,275,53.89,47.34,6.55,4.832,4.831,0.001,0.214,31.53,0,none,0.077
826,SEG4,S4,S5,4.0,200,54.75,43.33,11.41,4.559,4.507,0.052,0.288,33.98,1,medium,3.142
1288,SEG4,S4,S5,4.0,200,53.45,43.97,9.47,5.16,5.158,0.002,0.188,25.87,0,none,0.135
2781,SEG3,S3,S4,6.0,275,57.32,52.66,4.66,4.247,4.245,0.001,0.244,29.16,0,none,0.084
3698,SEG2,S2,S3,6.0,300,55.68,47.3,8.39,5.462,5.461,0.0,0.222,33.73,0,none,0.02
425,SEG3,S3,S4,6.0,275,55.41,48.14,7.26,5.157,5.154,0.002,0.188,30.39,0,none,0.14
427,SEG4,S4,S5,4.0,200,55.02,45.8,9.22,5.139,5.138,0.001,0.177,32.92,0,none,0.064
2609,SEG4,S4,S5,4.0,200,55.39,45.84,9.55,5.205,5.203,0.002,0.183,30.75,0,none,0.137
1046,SEG2,S2,S3,6.0,300,51.84,41.92,9.92,5.999,5.997,0.002,0.192,30.04,0,none,0.109
1486,SEG1,S1,S2,8.0,250,54.49,46.08,8.41,6.834,6.815,0.018,0.235,32.93,1,small,1.095
1767,SEG2,S2,S3,6.0,300,54.12,35.7,18.42,7.582,7.546,0.036,0.163,35.36,1,small,2.151
3379,SEG2,S2,S3,6.0,300,54.72,46.7,8.02,5.215,5.214,0.0,0.271,27.54,0,none,0.005
774,SEG1,S1,S2,8.0,250,55.28,50.68,4.6,5.159,5.158,0.002,0.178,32.03,0,none,0.099
1631,SEG1,S1,S2,8.0,250,54.92,43.92,11.0,5.436,5.381,0.054,0.337,37.51,1,medium,3.253
829,SEG4,S4,S5,4.0,200,53.72,38.91,14.81,4.66,4.604,0.056,0.266,37.16,1,medium,3.389
2745,SEG2,S2,S3,6.0,300,55.38,42.22,13.16,6.138,6.101,0.037,0.156,33.64,1,small,2.243
469,SEG1,S1,S2,8.0,250,54.68,49.95,4.73,5.449,5.449,0.0,0.196,30.59,0,none,0.021
1593,SEG4,S4,S5,4.0,200,53.54,44.96,8.58,4.836,4.834,0.002,0.193,28.66,0,none,0.094
886,SEG3,S3,S4,6.0,275,54.17,46.15,8.02,5.448,5.448,0.0,0.203,29.38,0,none,0.006
1089,SEG3,S3,S4,6.0,275,56.04,50.54,5.5,4.44,4.438,0.002,0.248,30.16,0,none,0.112
1638,SEG4,S4,S5,4.0,200,53.51,47.28,6.23,4.045,4.044,0.001,0.228,30.84,0,none,0.061
1029,SEG3,S3,S4,6.0,275,55.0,46.39,8.61,4.839,4.81,0.029,0.27,29.72,1,small,1.749
12,SEG3,S3,S4,6.0,275,57.09,49.73,7.36,5.26,5.259,0.001,0.206,30.79,0,none,0.074
3387,SEG3,S3,S4,6.0,275,56.49,49.67,6.83,3.822,3.8,0.022,0.271,34.13,1,small,1.329
598,SEG1,S1,S2,8.0,250,55.23,48.68,6.55,6.411,6.409,0.002,0.259,31.12,0,none,0.116
562,SEG2,S2,S3,6.0,300,55.24,44.72,10.52,6.168,6.166,0.001,0.218,29.84,0,none,0.082
1009,SEG4,S4,S5,4.0,200,53.19,44.86,8.33,4.788,4.787,0.002,0.166,30.31,0,none,0.115
3913,SEG3,S3,S4,6.0,275,55.47,48.0,7.46,4.415,4.402,0.013,0.251,32.68,1,small,0.782
3917,SEG2,S2,S3,6.0,300,53.9,43.72,10.18,5.942,5.94,0.001,0.141,30.41,0,none,0.088
659,SEG2,S2,S3,6.0,300,54.33,39.25,15.07,7.399,7.399,0.001,0.191,31.61,0,none,0.038
1905,SEG1,S1,S2,8.0,250,54.77,50.01,4.75,5.528,5.527,0.001,0.153,27.4,0,none,0.033
596,SEG3,S3,S4,6.0,275,55.46,47.81,7.65,5.462,5.46,0.002,0.221,27.77,0,none,0.124
323,SEG3,S3,S4,6.0,275,55.02,46.22,8.8,5.795,5.795,0.0,0.177,29.26,0,none,0.011
684,SEG2,S2,S3,6.0,300,54.34,38.92,15.42,6.897,6.872,0.025,0.131,32.77,1,small,1.496
3063,SEG3,S3,S4,6.0,275,57.34,52.71,4.62,4.036,4.034,0.002,0.218,31.2,0,none,0.097
650,SEG3,S3,S4,6.0,275,54.23,45.04,9.19,5.433,5.41,0.023,0.261,31.17,1,small,1.374
2070,SEG2,S2,S3,6.0,300,55.88,41.07,14.81,7.343,7.342,0.001,0.229,34.44,0,none,0.065
331,SEG3,S3,S4,6.0,275,52.96,45.01,7.95,5.442,5.442,0.0,0.163,28.38,0,none,0.021
2996,SEG4,S4,S5,4.0,200,56.96,47.69,9.27,5.09,5.088,0.002,0.162,28.64,0,none,0.114
1598,SEG3,S3,S4,6.0,275,54.41,48.25,6.16,4.797,4.796,0.001,0.148,26.83,0,none,0.081
3665,SEG4,S4,S5,4.0,200,56.73,50.56,6.17,3.988,3.986,0.001,0.195,27.12,0,none,0.089
2271,SEG2,S2,S3,6.0,300,54.89,45.26,9.63,5.722,5.721,0.0,0.173,27.81,0,none,0.008
2264,SEG3,S3,S4,6.0,275,55.81,50.16,5.65,4.628,4.627,0.001,0.189,30.26,0,none,0.067
3783,SEG3,S3,S4,6.0,275,52.41,32.18,20.23,5.631,5.392,0.239,0.496,40.62,1,severe,14.355
369,SEG3,S3,S4,6.0,275,54.49,42.16,12.32,5.968,5.894,0.074,0.291,35.82,1,medium,4.462
2291,SEG2,S2,S3,6.0,300,52.75,41.08,11.67,6.373,6.373,0.0,0.194,29.74,0,none,0.003
1853,SEG3,S3,S4,6.0,275,55.1,48.52,6.58,4.879,4.878,0.001,0.161,25.59,0,none,0.043
18,SEG3,S3,S4,6.0,275,55.52,48.11,7.41,5.329,5.329,0.0,0.144,31.83,0,none,0.005
2086,SEG4,S4,S5,4.0,200,55.97,43.99,11.98,5.831,5.83,0.001,0.26,29.36,0,none,0.078
2107,SEG3,S3,S4,6.0,275,56.42,47.72,8.7,5.713,5.712,0.001,0.198,29.57,0,none,0.046
2837,SEG1,S1,S2,8.0,250,55.49,51.28,4.21,5.073,5.072,0.001,0.168,32.57,0,none,0.079
854,SEG3,S3,S4,6.0,275,55.44,49.63,5.81,4.694,4.692,0.002,0.113,29.96,0,none,0.113
3757,SEG1,S1,S2,8.0,250,55.14,48.56,6.58,6.378,6.376,0.002,0.204,31.78,0,none,0.104
3218,SEG1,S1,S2,8.0,250,55.97,48.89,7.09,6.914,6.913,0.001,0.231,30.06,0,none,0.038
3573,SEG1,S1,S2,8.0,250,55.37,48.11,7.27,6.854,6.852,0.002,0.265,32.86,0,none,0.121
3132,SEG1,S1,S2,8.0,250,54.02,48.63,5.39,5.61,5.609,0.001,0.143,27.4,0,none,0.041
3205,SEG2,S2,S3,6.0,300,56.8,43.74,13.06,6.802,6.802,0.0,0.329,32.1,0,none,0.029
3520,SEG1,S1,S2,8.0,250,53.59,44.65,8.94,6.884,6.856,0.028,0.28,35.01,1,small,1.684
833,SEG4,S4,S5,4.0,200,53.7,46.31,7.4,4.606,4.604,0.002,0.19,29.08,0,none,0.094
2588,SEG1,S1,S2,8.0,250,53.41,47.83,5.58,6.088,6.087,0.0,0.24,30.54,0,none,0.028
3338,SEG1,S1,S2,8.0,250,52.96,48.52,4.44,5.298,5.295,0.002,0.235,30.6,0,none,0.148
695,SEG2,S2,S3,6.0,300,55.1,42.58,12.52,6.666,6.665,0.001,0.22,31.64,0,none,0.065
1572,SEG2,S2,S3,6.0,300,54.14,36.57,17.57,6.835,6.759,0.076,0.29,37.81,1,medium,4.536
3353,SEG1,S1,S2,8.0,250,53.31,49.19,4.11,5.19,5.188,0.002,0.202,31.82,0,none,0.105
308,SEG2,S2,S3,6.0,300,56.15,42.66,13.49,6.995,6.994,0.0,0.086,32.54,0,none,0.029
1758,SEG1,S1,S2,8.0,250,56.12,50.26,5.85,6.191,6.189,0.002,0.243,29.02,0,none,0.115
414,SEG4,S4,S5,4.0,200,55.79,46.64,9.15,5.232,5.231,0.001,0.089,31.58,0,none,0.044
3078,SEG3,S3,S4,6.0,275,55.17,49.71,5.45,4.395,4.393,0.002,0.28,28.82,0,none,0.108
852,SEG1,S1,S2,8.0,250,55.46,50.59,4.86,5.342,5.342,0.0,0.272,27.52,0,none,0.023
1494,SEG1,S1,S2,8.0,250,56.8,47.69,9.11,6.903,6.886,0.017,0.31,32.26,1,small,1.015
1218,SEG4,S4,S5,4.0,200,54.7,41.95,12.75,5.425,5.414,0.011,0.354,30.47,1,small,0.666
1551,SEG4,S4,S5,4.0,200,55.15,41.18,13.97,5.68,5.639,0.041,0.209,33.38,1,small,2.466
2464,SEG1,S1,S2,8.0,250,56.62,50.09,6.53,5.739,5.726,0.013,0.253,29.38,1,small,0.783
1357,SEG2,S2,S3,6.0,300,54.8,46.25,8.55,5.431,5.43,0.001,0.19,28.46,0,none,0.063
1023,SEG3,S3,S4,6.0,275,54.63,48.21,6.42,4.862,4.86,0.002,0.235,27.57,0,none,0.144
1697,SEG3,S3,S4,6.0,275,54.61,47.67,6.94,4.436,4.412,0.025,0.22,32.66,1,small,1.471
253,SEG3,S3,S4,6.0,275,57.38,51.18,6.2,4.317,4.278,0.039,0.237,33.82,1,small,2.316
3914,SEG2,S2,S3,6.0,300,55.37,43.74,11.63,5.728,5.715,0.013,0.182,33.78,1,small,0.808
3320,SEG2,S2,S3,6.0,300,55.26,44.26,11.01,6.251,6.25,0.001,0.307,29.24,0,none,0.045
2332,SEG1,S1,S2,8.0,250,54.07,47.54,6.52,6.369,6.367,0.002,0.169,29.73,0,none,0.129
1205,SEG2,S2,S3,6.0,300,54.39,29.15,25.25,7.546,7.296,0.25,0.346,39.38,1,severe,14.987
608,SEG2,S2,S3,6.0,300,56.64,43.17,13.47,6.967,6.966,0.002,0.22,31.38,0,none,0.093
1530,SEG4,S4,S5,4.0,200,53.75,42.66,11.09,5.57,5.569,0.001,0.196,29.77,0,none,0.047
31,SEG3,S3,S4,6.0,275,54.27,46.64,7.63,5.403,5.403,0.001,0.154,33.78,0,none,0.039
3066,SEG2,S2,S3,6.0,300,54.6,46.84,7.76,5.365,5.365,0.0,0.225,29.58,0,none,0.011
500,SEG1,S1,S2,8.0,250,53.82,46.94,6.87,5.295,5.284,0.011,0.276,34.57,1,small,0.639
3282,SEG4,S4,S5,4.0,200,54.31,45.53,8.78,5.025,5.024,0.001,0.226,25.84,0,none,0.074
1714,SEG2,S2,S3,6.0,300,54.49,43.43,11.06,6.346,6.344,0.001,0.211,29.7,0,none,0.087
1753,SEG3,S3,S4,6.0,275,53.74,46.31,7.43,5.279,5.277,0.002,0.212,30.23,0,none,0.138
1046,SEG1,S1,S2,8.0,250,57.18,52.16,5.02,5.676,5.675,0.002,0.21,30.49,0,none,0.118
1191,SEG3,S3,S4,6.0,275,54.6,40.73,13.88,5.577,5.525,0.052,0.317,38.32,1,medium,3.115
2633,SEG1,S1,S2,8.0,250,53.62,47.47,6.14,6.405,6.404,0.001,0.234,29.26,0,none,0.06
3930,SEG2,S2,S3,6.0,300,54.18,45.16,9.03,5.681,5.68,0.001,0.177,30.76,0,none,0.046
1848,SEG3,S3,S4,6.0,275,55.08,47.05,8.02,5.555,5.552,0.002,0.248,26.61,0,none,0.133
1877,SEG3,S3,S4,6.0,275,56.46,49.08,7.38,5.147,5.147,0.0,0.214,33.07,0,none,0.014
748,SEG3,S3,S4,6.0,275,54.4,49.09,5.3,4.472,4.47,0.001,0.219,31.12,0,none,0.071
145,SEG3,S3,S4,6.0,275,53.75,48.15,5.61,4.516,4.514,0.001,0.282,30.83,0,none,0.086
1802,SEG2,S2,S3,6.0,300,56.23,41.01,15.22,7.411,7.41,0.001,0.171,32.16,0,none,0.069
3490,SEG3,S3,S4,6.0,275,56.16,48.22,7.94,5.473,5.471,0.002,0.22,30.14,0,none,0.122
3375,SEG2,S2,S3,6.0,300,54.81,43.64,11.17,5.635,5.605,0.03,0.288,37.59,1,small,1.788
2551,SEG2,S2,S3,6.0,300,55.82,46.04,9.78,5.838,5.836,0.002,0.16,32.03,0,none,0.11
2747,SEG3,S3,S4,6.0,275,55.11,47.47,7.64,4.798,4.788,0.01,0.213,33.48,1,small,0.598
777,SEG1,S1,S2,8.0,250,55.64,51.05,4.59,5.427,5.426,0.0,0.159,34.14,0,none,0.022
2332,SEG4,S4,S5,4.0,200,55.33,45.1,10.22,5.337,5.337,0.0,0.19,29.03,0,none,0.008
1133,SEG2,S2,S3,6.0,300,55.28,44.3,10.98,6.251,6.249,0.002,0.182,31.85,0,none,0.136
1438,SEG2,S2,S3,6.0,300,53.12,40.66,12.47,6.697,6.695,0.002,0.187,30.48,0,none,0.099
19,SEG2,S2,S3,6.0,300,54.75,41.83,12.92,6.865,6.864,0.001,0.283,30.8,0,none,0.069
1194,SEG1,S1,S2,8.0,250,56.52,49.39,7.13,6.767,6.767,0.0,0.139,33.4,0,none,0.002
3988,SEG3,S3,S4,6.0,275,57.13,51.92,5.21,4.349,4.347,0.002,0.165,32.98,0,none,0.116
51,SEG1,S1,S2,8.0,250,56.09,48.58,7.51,7.011,7.009,0.002,0.162,32.71,0,none,0.116
3289,SEG4,S4,S5,4.0,200,55.9,46.32,9.57,5.225,5.225,0.0,0.329,29.52,0,none,0.008
2304,SEG1,S1,S2,8.0,250,54.43,48.86,5.57,5.95,5.95,0.0,0.218,31.9,0,none,0.016
484,SEG3,S3,S4,6.0,275,53.71,45.53,8.17,3.689,3.625,0.064,0.428,35.84,1,medium,3.839
742,SEG3,S3,S4,6.0,275,53.08,47.29,5.79,4.699,4.698,0.001,0.222,33.71,0,none,0.064
1004,SEG4,S4,S5,4.0,200,56.65,46.98,9.67,5.17,5.17,0.0,0.205,30.58,0,none,0.021
1113,SEG1,S1,S2,8.0,250,53.63,48.82,4.81,5.581,5.579,0.002,0.178,29.9,0,none,0.139
2982,SEG1,S1,S2,8.0,250,54.15,46.85,7.3,7.006,7.006,0.001,0.143,30.23,0,none,0.034
656,SEG1,S1,S2,8.0,250,55.14,47.75,7.38,6.855,6.855,0.0,0.215,33.99,0,none,0.021
3254,SEG1,S1,S2,8.0,250,56.82,49.36,7.46,6.936,6.935,0.002,0.249,29.89,0,none,0.111
2148,SEG2,S2,S3,6.0,300,55.22,42.88,12.34,6.608,6.607,0.001,0.208,29.28,0,none,0.062
921,SEG2,S2,S3,6.0,300,55.18,40.79,14.39,7.242,7.241,0.002,0.176,32.25,0,none,0.09
1187,SEG1,S1,S2,8.0,250,57.41,50.42,6.99,6.791,6.791,0.0,0.178,31.91,0,none,0.006
3893,SEG4,S4,S5,4.0,200,54.11,37.35,16.76,4.863,4.739,0.124,0.307,39.79,1,severe,7.416
3978,SEG3,S3,S4,6.0,275,55.36,49.98,5.38,4.394,4.392,0.002,0.163,31.69,0,none,0.126
3723,SEG4,S4,S5,4.0,200,54.42,46.72,7.7,4.685,4.684,0.001,0.308,26.38,0,none,0.065
565,SEG1,S1,S2,8.0,250,57.73,51.88,5.86,6.164,6.162,0.002,0.198,30.13,0,none,0.136
118,SEG2,S2,S3,6.0,300,53.95,39.81,14.14,7.149,7.147,0.002,0.317,31.1,0,none,0.119
1746,SEG3,S3,S4,6.0,275,53.88,43.79,10.09,5.319,5.281,0.038,0.369,34.37,1,small,2.283
840,SEG1,S1,S2,8.0,250,54.41,49.27,5.14,5.61,5.608,0.002,0.254,29.79,0,none,0.099
3888,SEG1,S1,S2,8.0,250,54.22,48.41,5.81,5.984,5.983,0.001,0.25,25.61,0,none,0.063
1642,SEG1,S1,S2,8.0,250,54.78,50.97,3.81,4.828,4.827,0.002,0.167,30.75,0,none,0.101
1790,SEG4,S4,S5,4.0,200,55.23,36.98,18.25,5.785,5.706,0.08,0.303,38.35,1,medium,4.775
1796,SEG4,S4,S5,4.0,200,55.64,41.8,13.84,5.796,5.762,0.034,0.193,32.53,1,small,2.044
1068,SEG3,S3,S4,6.0,275,54.67,50.12,4.55,3.993,3.991,0.002,0.275,27.63,0,none,0.109
2666,SEG1,S1,S2,8.0,250,54.01,46.13,7.88,7.211,7.209,0.002,0.124,30.51,0,none,0.099
1972,SEG1,S1,S2,8.0,250,56.24,51.82,4.42,5.209,5.208,0.001,0.106,32.59,0,none,0.085
3664,SEG2,S2,S3,6.0,300,56.44,47.58,8.86,5.613,5.612,0.001,0.319,33.44,0,none,0.041
